country,years,students,gdp,expenditure
Nepal,1999,3875,5033642384,2.8900001049
Nepal,1998,3840,4856255044,2.8900001049
Netherlands,2012,14466,828947000000,5.51000022888
Netherlands,2011,13472,893702000000,5.53000020981
Netherlands,2010,12619,836440000000,5.55999994278
Netherlands,2009,11273,857933000000,5.48999977112
Netherlands,2008,8280,936228000000,5.11999988556
Netherlands,2007,10553,839420000000,4.96999979019
Netherlands,2006,10109,726649000000,5.13999986649
Netherlands,2005,10209,678534000000,5.21000003815
Netherlands,2004,8655,650533000000,5.15000009537
Netherlands,2003,12694,571863000000,5.11000013351
Netherlands,2002,12193,465369000000,4.88000011444
Netherlands,2001,12054,426574000000,4.76000022888
Netherlands,2000,12538,412807000000,4.61999988556
Netherlands,1999,13064,441975000000,4.57999992371
Netherlands,1998,12640,432476000000,4.61000013351
New Zealand,2011,5227,166140000000,7.0
New Zealand,2010,4759,145288000000,7.05000019073
New Zealand,2009,4572,120467000000,6.34999990463
New Zealand,2008,4171,131935000000,5.53000020981
New Zealand,2007,4161,136776000000,5.92999982834
New Zealand,2006,4148,111437000000,5.94000005722
New Zealand,2005,3818,115061000000,6.26999998093
New Zealand,2004,6533,104072000000,6.5
New Zealand,2003,6926,88361029620,6.42999982834
New Zealand,2002,7406,66711700380,6.40999984741
New Zealand,2001,6577,53872573916,6.55999994278
New Zealand,1999,5822,58762345633,6.63999986649
Nicaragua,2010,2561,8741313143,4.48999977112
Nicaragua,2003,1813,5322454926,2.42000007629
Nicaragua,2002,1692,5224213018,2.3900001049
Nicaragua,2000,1404,5107329007,3.0
Nicaragua,1999,1330,4855717875,2.92000007629
Nicaragua,1998,1331,4635267225,2.23000001907
Niger,2013,2416,7683045043,4.90999984741
Niger,2012,2288,6942209595,4.32999992371
Niger,2011,2682,6409169890,4.21000003815
Niger,2010,2393,5718589799,3.73000001907
Niger,2009,2146,5397121856,4.53000020981
Niger,2008,2342,5403363917,3.66000008583
Niger,2007,2394,4291363391,4.01999998093
Niger,2006,2369,3646728060,3.32999992371
Niger,2003,1513,2731416346,2.40000009537
Niger,2002,1465,2170481509,3.05999994278
Niger,2001,1252,1945327565,2.86999988556
Niger,2000,1329,1798374468,3.19000005722
Niger,1999,1139,2018193703,3.23000001907
Norway,2012,23560,509705000000,7.36999988556
Norway,2011,15558,498157000000,6.46000003815
Norway,2010,13883,428525000000,6.75
Norway,2009,12426,386384000000,7.09999990463
Norway,2008,11307,461947000000,6.28999996185
Norway,2007,11965,400884000000,6.53999996185
Norway,2006,12214,345425000000,6.38999986649
Norway,2005,12683,308722000000,6.86999988556
Norway,2004,13673,264357000000,7.30000019073
Norway,2003,15456,228752000000,7.42000007629
Norway,2002,16106,195418000000,7.44000005722
Norway,2001,14692,174003000000,6.82999992371
Norway,2000,13835,171316000000,6.46000003815
Norway,1999,12947,162286000000,6.96999979019
Norway,1998,11608,154165000000,7.36000013351
Oman,2009,10155,48388296489,4.19000005722
Oman,2006,10542,37215864759,3.8599998951
Oman,2005,10254,31081924577,3.51999998093
Oman,2004,10827,24763589077,4.03000020981
Oman,2003,9899,21633810143,3.90000009537
Oman,2002,9685,20142782835,4.32999992371
Oman,2001,9186,19452015605,4.01999998093
Oman,2000,8806,19507412224,3.20000004768
Oman,1999,8278,15710148244,4.01000022888
Oman,1998,8082,14085373212,4.11000013351
Pakistan,2013,37579,231087000000,2.49000000954
Pakistan,2012,37229,224646000000,2.1400001049
Pakistan,2011,39296,213755000000,2.22000002861
Pakistan,2010,37850,177407000000,2.28999996185
Pakistan,2009,34581,168153000000,2.58999991417
Pakistan,2008,30542,170078000000,2.75
Pakistan,2007,27873,152386000000,2.6400001049
Pakistan,2006,25694,137264000000,2.63000011444
Pakistan,2005,24109,109502000000,2.25
Pakistan,2004,23238,97977766198,1.95000004768
Pakistan,2000,15490,73952374970,1.84000003338
Pakistan,1999,14625,62973855719,2.6099998951
Panama,2011,2082,33270500000,3.28999996185
Panama,2008,2544,24884000000,3.53999996185
Panama,2004,1847,14179300000,3.78999996185
Panama,2003,2018,12933200000,4.40999984741
Panama,2002,1768,12272400000,4.44000005722
Panama,2001,1728,11807500000,4.34999990463
Panama,2000,1879,11620500000,5.03999996185
Panama,1999,1761,11456300000,4.84000015259
Paraguay,2012,2837,24611039786,4.96000003815
Paraguay,2011,2881,25071195492,4.96999979019
Paraguay,2010,2798,20030528043,3.76999998093
Paraguay,2007,2421,13794910634,3.54999995232
Paraguay,2004,1612,8033877360,3.44000005722
Paraguay,2003,1666,6588103836,3.95000004768
Paraguay,2002,1477,6325151760,3.88000011444
Paraguay,2001,1275,7662595076,4.25
Paraguay,2000,1095,8195993231,4.57000017166
Paraguay,1999,1012,8392549702,4.44999980927
Paraguay,1998,997,9024567484,4.30999994278
Peru,2013,14204,201848000000,3.27999997139
Peru,2012,15083,192680000000,2.92000007629
Peru,2011,16424,170564000000,2.68000006676
Peru,2010,17282,148522000000,2.84999990463
Peru,2009,15601,121192000000,3.13000011444
Peru,2008,15598,121572000000,2.83999991417
Peru,2007,13374,102171000000,2.63000011444
Peru,2006,11489,87862091339,2.68000006676
Peru,2005,10134,74947898080,2.88000011444
Peru,2004,9790,66695121800,2.96000003815
Peru,2003,9839,59030590739,2.92000007629
Peru,2002,8921,54436633340,2.83999991417
Peru,2001,7417,51592365725,3.05999994278
Peru,2000,7370,50980861887,3.27999997139
Peru,1999,5943,49332889437,3.5
Peru,1998,5876,54534476412,3.33999991417
Philippines,2009,10087,168335000000,2.65000009537
Philippines,2008,8895,174195000000,2.69000005722
Philippines,2007,8120,149360000000,2.59999990463
Philippines,2006,7902,122211000000,2.52999997139
Philippines,2005,7625,103072000000,2.43000006676
Philippines,2004,7403,91371239765,2.56999993324
Philippines,2003,7174,83908206456,3.03999996185
Philippines,2002,6464,81357602950,3.0
Philippines,2001,5545,76262072022,3.02999997139
Philippines,2000,5573,81026297144,3.26999998093
Philippines,1998,5091,72207025219,3.80999994278
Poland,2011,28634,528742000000,4.86000013351
Poland,2010,31211,479243000000,5.09999990463
Poland,2009,32687,436476000000,5.03000020981
Poland,2008,32254,530185000000,5.07000017166
Poland,2007,32582,428763000000,4.86999988556
Poland,2006,30469,343261000000,5.23000001907
Poland,2005,30089,304410000000,5.46000003815
Poland,2004,27679,253529000000,5.38999986649
Poland,2003,26601,217513000000,5.32999992371
Poland,2002,22813,198681000000,5.40000009537
Poland,2001,19739,190521000000,5.32999992371
Poland,2000,17446,171886000000,4.98999977112
Poland,1999,15515,168225000000,4.63999986649
Poland,1998,15417,173338000000,4.98000001907
Portugal,2011,13471,244880000000,5.11999988556
Portugal,2010,13019,238318000000,5.40000009537
Portugal,2009,12511,243746000000,5.55999994278
Portugal,2008,11540,262008000000,4.69999980927
Portugal,2007,11735,240169000000,4.92000007629
Portugal,2006,10452,208567000000,4.90999984741
Portugal,2005,12320,197305000000,5.07000017166
Portugal,2004,11241,189187000000,5.03999996185
Portugal,2003,12468,164964000000,5.28000020981
Portugal,2002,11652,134229000000,5.26000022888
Portugal,2001,11231,121546000000,5.34000015259
Portugal,2000,10657,118358000000,5.15999984741
Portugal,1999,10959,127466000000,5.05000019073
Qatar,2013,5039,201885000000,4.01000022888
Qatar,2012,3585,190290000000,3.47000002861
Qatar,2011,2859,169805000000,4.01000022888
Qatar,2010,2825,125122000000,4.53999996185
Qatar,2009,2431,97798351648,3.41000008583
Qatar,2008,2168,115270000000,4.23000001907
Qatar,2007,2007,79712087912,2.45000004768
Qatar,2006,1809,60882142857,2.70000004768
Qatar,2005,1838,44530494505,3.97000002861
Qatar,2004,1354,31734065934,3.46000003815
Qatar,2003,1327,23533791209,3.36999988556
Qatar,2002,1284,19363736264,3.84999990463
Qatar,2001,1253,17538461538,3.20000004768
Qatar,2000,1205,17759890110,3.73000001907
Qatar,1999,1147,12393131868,4.34999990463
Qatar,1998,1086,10255495027,3.57999992371
Romania,2012,31888,172044000000,2.99000000954
Romania,2011,28534,185363000000,3.06999993324
Romania,2010,25627,167998000000,3.52999997139
Romania,2009,23671,167423000000,4.23999977112
Romania,2007,22311,171537000000,4.25
Romania,2005,20315,99697566668,3.48000001907
Romania,2004,20002,76216441462,3.27999997139
Romania,2003,19487,59867801205,3.45000004768
Romania,2002,17510,46174557556,3.50999999046
Romania,2001,15082,40716836998,3.25
Romania,2000,12540,37438527800,2.8599998951
Russian Federation,2012,51267,2016110000000,4.15000009537
Russian Federation,2008,44864,1660850000000,4.09999990463
Russian Federation,2006,41779,989931000000,3.86999988556
Russian Federation,2005,39508,764017000000,3.76999998093
Russian Federation,2004,37910,591017000000,3.54999995232
Russian Federation,2003,37226,430348000000,3.68000006676
Russian Federation,2002,35046,345110000000,3.83999991417
Russian Federation,2001,30080,306603000000,3.1099998951
Russian Federation,2000,28634,259708000000,2.94000005722
Rwanda,2013,5155,7522006198,5.03000020981
Rwanda,2012,6067,7219657132,4.75
Rwanda,2011,4948,6406727230,4.71000003815
Rwanda,2010,4767,5698548988,4.94999980927
Rwanda,2008,4065,4796573531,3.77999997139
Rwanda,2007,3694,3775447706,4.30000019073
Rwanda,2001,3349,1674685126,5.67000007629
Rwanda,2000,3127,1734938190,4.09999990463
Rwanda,1999,2906,1817655192,4.57999992371
Samoa,2008,699,619260722,5.13999986649
Samoa,2002,929,288078881,3.83999991417
Samoa,2001,920,273088357,3.82999992371
Samoa,2000,983,269019710,3.57999992371
Samoa,1999,983,258833767,4.01999998093
Sao Tome and Principe,2013,542,305632897,5.78999996185
Sao Tome and Principe,2012,530,265592760,6.07999992371
Sao Tome and Principe,2010,584,195176113,9.47999954224
Sao Tome and Principe,2009,751,192558290,10.2100000381
Sao Tome and Principe,2008,578,189595284,5.69000005722
Sao Tome and Principe,2007,963,145827430,6.5
Sao Tome and Principe,2006,830,134441117,4.51000022888
Sao Tome and Principe,2005,808,126194166,5.38000011444
Sao Tome and Principe,2004,729,105360802,3.34999990463
Sao Tome and Principe,2003,649,96343906,3.26999998093
Sao Tome and Principe,2002,607,80531992,2.74000000954
Saudi Arabia,2008,24828,519797000000,5.13999986649
Saudi Arabia,2006,13765,376900000000,5.88999986649
Saudi Arabia,2005,12398,328460000000,5.42999982834
Saudi Arabia,2004,11704,258742000000,6.28000020981
Saudi Arabia,2003,11380,214573000000,7.15000009537
Saudi Arabia,2002,12162,188551000000,7.67999982834
Saudi Arabia,2001,11092,183012000000,7.76999998093
Saudi Arabia,2000,10626,188442000000,5.94000005722
Saudi Arabia,1999,10266,160957000000,7.11000013351
Saudi Arabia,1998,9941,145773000000,8.34000015259
Senegal,2010,12467,12932428288,5.59999990463
Senegal,2009,12107,12812994419,5.53000020981
Senegal,2008,12378,13386345215,5.05000019073
Senegal,2006,12216,9358710935,4.76999998093
Senegal,2005,11639,8707015771,5.13999986649
Senegal,2004,11040,8031344381,3.84999990463
Senegal,2003,10584,6858952880,3.50999999046
Senegal,2002,8704,5333862371,3.3900001049
Senegal,2001,7436,4877602060,3.28999996185
Senegal,2000,6282,4679604754,3.16000008583
Senegal,1999,5634,5144045360,3.15000009537
Senegal,1998,5639,5030344074,3.20000004768
Serbia,2012,12773,40742313861,4.42999982834
Serbia,2011,13515,46466728667,4.48999977112
Serbia,2010,12955,39460357731,4.59000015259
Serbia,2009,12794,42616653300,4.75
Serbia,2008,11638,49259526053,4.71000003815
Serbia,2007,12003,40289556656,4.51000022888
Seychelles,2011,407,1065818956,3.6099998951
Seychelles,2006,483,1016418229,4.76999998093
Seychelles,2003,419,705704816,5.36999988556
Seychelles,2002,377,697518248,5.19000005722
Seychelles,1999,240,622985494,5.26000022888
Seychelles,1998,216,608369282,5.98999977112
Sierra Leone,2013,887,4838115453,2.38000011444
Sierra Leone,2012,802,3740395424,2.88000011444
Sierra Leone,2011,875,2900558287,2.68000006676
Sierra Leone,2010,754,2578026297,2.58999991417
Sierra Leone,2009,748,2453899847,2.77999997139
Sierra Leone,2008,828,2505458705,2.41000008583
Sierra Leone,2007,893,2158496873,2.55999994278
Sierra Leone,2005,1034,1627854495,2.83999991417
Sierra Leone,2004,882,1431208677,3.1400001049
Sierra Leone,2003,894,1371442566,3.28999996185
Sierra Leone,2002,844,1239004288,3.58999991417
Sierra Leone,2001,791,1079478388,3.47000002861
Sierra Leone,2000,918,635874002,4.94999980927
Singapore,2013,22578,302246000000,2.91000008583
Singapore,2012,22037,289936000000,3.11999988556
Singapore,2011,21281,275365000000,3.06999993324
Singapore,2010,20634,236422000000,3.1099998951
Singapore,2009,19967,192408000000,3.02999997139
Singapore,2008,18771,192226000000,2.77999997139
Singapore,2007,18879,179981000000,2.96000003815
Singapore,2006,18908,147797000000,2.86999988556
Singapore,2005,19655,127418000000,3.22000002861
Singapore,2004,21069,114189000000,3.68000006676
Singapore,2003,25344,97001377569,4.01000022888
Singapore,2002,26032,91941192896,3.90000009537
Singapore,2001,22941,89286208629,3.54999995232
Singapore,2000,20856,95833932715,3.31999993324
Slovenia,2012,2451,46239992125,5.65999984741
Slovenia,2011,2564,51287600778,5.57000017166
Slovenia,2010,2476,48016463576,5.57000017166
Slovenia,2009,2482,50244790220,5.57000017166
Slovenia,2008,2343,55589849128,5.11000013351
Slovenia,2007,2278,48114686559,5.11000013351
Slovenia,2006,2352,39587730523,5.57999992371
Slovenia,2005,2702,36346971770,5.57999992371
Slovenia,2004,2569,34470229198,5.63999986649
Slovenia,2003,7923,29697443017,5.69000005722
Slovenia,2002,2263,23563581047,5.65999984741
Slovenia,2001,2109,20875389931,5.76000022888
Solomon Islands,2010,3148,671585232,10.0
Solomon Islands,2009,3133,597762271,8.97000026703
Solomon Islands,2008,3096,608292552,8.80000019073
Solomon Islands,2007,2597,516074229,9.88000011444
Solomon Islands,1998,1205,471177008,2.25
South Africa,2013,6723,366244000000,6.0
South Africa,2012,6470,397386000000,6.36999988556
South Africa,2011,6378,416597000000,5.96000003815
South Africa,2010,6496,375349000000,5.71999979019
South Africa,2009,6566,295936000000,5.25
South Africa,2008,5705,286770000000,4.86999988556
South Africa,2007,6033,299415000000,4.96999979019
South Africa,2006,5901,271639000000,5.07000017166
South Africa,2005,5654,257772000000,5.05999994278
South Africa,2004,5759,228594000000,5.07000017166
South Africa,2003,6334,175257000000,4.86000013351
South Africa,2002,6360,115482000000,5.07000017166
South Africa,2001,5884,121516000000,5.15999984741
South Africa,2000,5571,136362000000,5.44000005722
South Africa,1999,4788,136632000000,5.88000011444
Spain,2012,29881,1339950000000,4.36999988556
Spain,2011,26150,1487920000000,4.84999990463
Spain,2010,23454,1431670000000,4.82000017166
Spain,2009,22002,1499070000000,4.86999988556
Spain,2008,21136,1634990000000,4.5
Spain,2007,23791,1479340000000,4.23000001907
Spain,2006,23357,1264550000000,4.17000007629
Spain,2005,24692,1157280000000,4.13000011444
Spain,2004,25181,1069560000000,4.15000009537
Spain,2003,22783,906853000000,4.17000007629
Spain,2002,27492,705146000000,4.13999986649
Spain,2001,27110,625976000000,4.11999988556
Spain,2000,27586,595403000000,4.17999982834
Spain,1999,26253,633194000000,4.26999998093
Spain,1998,25410,617042000000,4.30000019073
Sri Lanka,2012,16276,68434422594,1.72000002861
Sri Lanka,2011,16606,65292732252,2.0
Sri Lanka,2010,16957,56725780417,1.97000002861
Sri Lanka,2009,16593,42066217872,2.05999994278
Sri Lanka,1998,6059,15794972847,3.04999995232
Swaziland,2011,4404,4963056472,8.64000034332
Swaziland,2010,4082,3527776867,6.96999979019
Swaziland,2009,4112,3144671159,7.05999994278
Swaziland,2008,3800,3019779209,7.51999998093
Swaziland,2006,3188,2947943587,8.06000041962
Swaziland,2005,2930,2584089444,7.42000007629
Swaziland,2004,2647,2420645241,6.40000009537
Swaziland,2003,2340,1854032546,6.80999994278
Swaziland,2002,2094,1224226095,5.07999992371
Swaziland,2001,1626,1349339652,5.51999998093
Swaziland,2000,1376,1524496383,5.51000022888
Swaziland,1999,1122,1547884442,5.09000015259
Sweden,2012,17716,543881000000,7.65999984741
Sweden,2011,16569,563113000000,6.48999977112
Sweden,2010,15540,488379000000,6.61999988556
Sweden,2009,14782,429657000000,6.86000013351
Sweden,2008,13877,513966000000,6.38999986649
Sweden,2007,13831,487816000000,6.21999979019
Sweden,2006,13378,420032000000,6.40999984741
Sweden,2005,13350,389042000000,6.55999994278
Sweden,2004,13146,381705000000,6.71999979019
Sweden,2003,16258,331109000000,6.86000013351
Sweden,2002,15555,263926000000,7.0
Sweden,2001,15432,239917000000,6.69000005722
Sweden,2000,12601,259802000000,6.82000017166
Sweden,1999,13982,270848000000,6.92999982834
Sweden,1998,12819,266800000000,7.17000007629
Switzerland,2012,11835,665408000000,5.05000019073
Switzerland,2011,11797,696312000000,4.98999977112
Switzerland,2010,11374,581212000000,4.94999980927
Switzerland,2009,10968,539528000000,5.05999994278
Switzerland,1998,8474,294978000000,4.88999986649
Tajikistan,2012,8389,7633036366,4.01999998093
Tajikistan,2011,9194,6522755783,3.94000005722
Tajikistan,2010,8342,5642221529,4.01000022888
Tajikistan,2009,6248,4979471964,4.09999990463
Tajikistan,2008,5288,5161298559,3.46000003815
Tajikistan,2007,3207,3719515379,3.41000008583
Tajikistan,2006,2930,2830228903,3.40000009537
Tajikistan,2005,3022,2312344311,3.50999999046
Tajikistan,2004,2433,2076148710,2.76999998093
Tajikistan,2003,2422,1554125543,2.42000007629
Tajikistan,2002,2199,1221113795,2.77999997139
Tajikistan,2001,1559,1080774006,2.38000011444
Tajikistan,2000,1396,860550294,2.32999992371
Tajikistan,1999,1358,1086567368,2.07999992371
Tajikistan,1998,1292,1320126665,2.52999997139
Thailand,2012,26310,397472000000,4.92999982834
Thailand,2011,27130,370609000000,5.15999984741
Thailand,2010,28304,340924000000,3.75
Thailand,2009,27203,281575000000,4.13000011444
Thailand,2008,26390,291383000000,3.75
Thailand,2007,26752,262943000000,3.83999991417
Thailand,2006,25796,221758000000,4.34000015259
Thailand,2005,25618,189318000000,4.23000001907
Thailand,2004,25915,172895000000,4.32000017166
Thailand,2003,25787,152281000000,3.98000001907
Thailand,2002,25767,134301000000,4.09000015259
Thailand,2001,22011,120297000000,5.01999998093
Thailand,2000,21007,126392000000,5.40999984741
Thailand,1999,21967,126669000000,4.98999977112
Thailand,1998,21553,113676000000,4.69999980927
Timor-Leste,2011,3687,1138000000,9.46000003815
Timor-Leste,2010,3710,934000000,10.4899997711
Timor-Leste,2009,3384,818000000,11.470000267
Timor-Leste,2008,3154,694000000,8.10000038147
Togo,2013,3345,4338575824,4.40999984741
Togo,2012,3427,3915776459,4.67000007629
Togo,2011,3402,3756023160,4.44000005722
Togo,2010,3295,3172945645,4.42000007629
Togo,2009,3325,3163000529,4.11999988556
Togo,2008,3540,3163416242,3.44000005722
Togo,2007,3512,2523462557,3.70000004768
Togo,2006,3650,2202809251,3.66000008583
Togo,2005,3618,2115154262,3.41000008583
Togo,2004,3308,1937074572,3.61999988556
Togo,2003,3331,1673690430,4.19999980927
Togo,2002,2861,1474630207,4.01999998093
Togo,2001,2561,1332328999,4.19000005722
Togo,2000,2276,1294250233,4.51000022888
Togo,1999,2288,1576094566,4.19000005722
Togo,1998,2288,1587345951,3.98000001907
Tonga,2004,1096,236247363,3.90000009537
Tonga,2003,1051,208098553,4.15000009537
Tonga,2002,1181,181801932,3.78999996185
Tonga,2001,1056,167042899,4.53000020981
Tonga,2000,1047,188623259,4.94000005722
Tonga,1999,1028,194669502,5.46000003815
Tonga,1998,1034,188686997,5.59000015259
Trinidad and Tobago,2003,4925,11305459802,3.16000008583
Trinidad and Tobago,2002,4280,9008273721,3.53999996185
Trinidad and Tobago,2001,4101,8824841173,3.06999993324
Trinidad and Tobago,2000,4082,8154385854,2.75999999046
Trinidad and Tobago,1999,3669,6808966645,2.75999999046
Trinidad and Tobago,1998,3404,6043694330,2.44000005722
Tunisia,2012,18908,45131250400,6.21999979019
Tunisia,2010,19779,44051138745,6.19999980927
Tunisia,2009,18983,43454935940,6.53000020981
Tunisia,2008,18096,44856586316,6.26999998093
Tunisia,2007,17092,38908069299,6.46999979019
Tunisia,2006,16764,34378437265,6.44000005722
Tunisia,2005,15054,32273007554,6.44999980927
Tunisia,2004,14779,31183139301,6.71999979019
Tunisia,2003,14406,27453084983,6.82000017166
Tunisia,2002,12644,23142294436,5.78999996185
Tunisia,2001,11241,22066101341,6.19999980927
Tunisia,2000,10286,21473188882,6.19999980927
Tunisia,1999,9380,22943685719,6.26999998093
Turkey,2006,37448,530900000000,2.8599998951
Turkey,2004,55519,392166000000,3.11999988556
Turkey,2003,55314,303005000000,2.96000003815
Turkey,2002,55453,232535000000,2.81999993324
Turkey,2001,52079,196005000000,2.71000003815
Turkey,2000,51604,266568000000,2.58999991417
Turkey,1999,51295,249751000000,2.96000003815
Turkey,1998,51067,269287000000,0.0
Turkmenistan,2012,28719,35164210526,3.04999995232
Uganda,2013,4696,24662957430,2.20000004768
Uganda,2012,4554,23236898742,2.72000002861
Uganda,2011,4920,20262889524,2.70000004768
Uganda,2010,3756,20181796803,2.25
Uganda,2009,3884,17878178831,3.25
Uganda,2004,2522,7940362799,4.94999980927
Uganda,2000,2205,6193246837,2.46000003815
Ukraine,2013,39670,183310000000,6.67000007629
Ukraine,2012,37553,175781000000,6.69000005722
Ukraine,2011,37430,163160000000,6.15999984741
Ukraine,2009,33824,117228000000,7.30999994278
Ukraine,2008,32570,179992000000,6.42999982834
Ukraine,2007,26787,142719000000,6.15000009537
Ukraine,2006,25817,107753000000,6.21000003815
Ukraine,2005,26698,86142018069,6.05999994278
Ukraine,2004,24921,64883060726,5.30999994278
Ukraine,2003,19147,50132953288,5.59999990463
Ukraine,2002,22222,42392896031,5.42999982834
Ukraine,2001,18416,38009344577,4.67999982834
Ukraine,2000,20891,31261718319,4.17000007629
Ukraine,1999,13285,31580961263,3.61999988556
Ukraine,1998,13064,41883242907,4.44999980927
Uruguay,2011,2712,47962439304,4.36000013351
Uruguay,2006,2136,19579457966,2.88000011444
Uruguay,2005,2023,17362857684,2.71000003815
Uruguay,2004,1864,13686329890,2.5
Uruguay,2003,1898,12045631093,2.06999993324
Uruguay,2002,1724,13606494599,2.31999993324
Uruguay,2001,1492,20898788417,2.79999995232
Uruguay,2000,1472,22823255802,2.42000007629
Uruguay,1998,1285,25385928198,2.24000000954
Vanuatu,2009,1758,610066629,5.01000022888
Vanuatu,2008,1724,607958616,5.78000020981
Vanuatu,2003,841,314463144,8.43999958038
Vanuatu,2002,818,262603782,8.13000011444
Vanuatu,2001,790,257926882,8.94999980927
Vanuatu,2000,773,272014693,7.0
Vanuatu,1999,770,267999225,6.15999984741
Vanuatu,1998,773,262301253,7.63999986649
Vietnam,2012,53004,155820000000,6.30000019073
Vietnam,2010,47268,115932000000,6.28999996185
Vietnam,2008,36514,99130304099,4.88999986649
Zambia,2008,5159,17910858638,1.10000002384
Zambia,2007,4656,14056957976,1.24000000954
Zambia,2005,4063,8331863990,1.74000000954
Zambia,2004,3873,6221109712,2.46000003815
Zambia,2000,5117,3600631915,1.78999996185
Zambia,1999,3929,3404284648,1.76999998093
Zambia,1998,2665,3537741619,2.11999988556
Zimbabwe,2010,25236,9422161302,1.97000002861
